pressure,temperature,altitude,ax,ay,az,pitch,roll,yaw
92812.68,17.02,734.1135,-0.09875,0.017612,0.951787,20.18151,6.405333,137.7318
92818.82,17.05,733.564,-0.339473,-0.036099,0.933232,19.07194,5.289088,133.9578
92822.7,17.07,733.2151,-0.218379,0.056675,1.064092,18.41646,6.795722,134.1786
92818.51,17.08,733.5903,-0.346309,0.056187,0.946904,18.89179,8.087623,135.5437
92820.64,17.1,733.4001,-0.372187,0.143101,0.933721,19.35525,9.072749,135.2711
92819.11,17.11,733.5375,-0.102168,0.158237,0.973271,18.40646,9.607361,134.3273
92817.87,17.11,733.6485,-0.215449,0.326694,0.965459,14.1338,12.38698,134.0598
92812.63,17.11,734.1161,-0.142207,0.278354,0.954717,11.55393,13.64508,134.3454
92815.9,17.11,733.8229,-0.185176,0.304233,0.932744,10.07918,16.7755,134.0709
92809.78,17.13,734.3698,-0.250117,0.218296,0.919072,9.9628,15.35998,135.9111
92809.38,17.12,734.4068,-0.134883,0.278843,0.985479,9.154566,13.69152,137.7614
92810.75,17.09,734.2853,-0.124141,0.154331,0.977178,7.587042,10.19325,139.0836
92811,17.08,734.2615,-0.111445,0.147495,0.971807,6.328397,8.624043,139.744
92805.83,17.09,734.7239,-0.125117,0.20853,1.002568,6.115062,9.024817,140.6733
92797.2,17.08,735.4954,-0.107539,0.150913,0.997197,4.444755,8.611716,141.791
92797.2,17.08,735.4954,-0.104609,0.170444,1.004033,5.458998,9.025098,142.7731
92796.84,17.08,735.5272,-0.102168,0.124546,0.993291,4.603144,7.929596,144.2285
92804.84,17.09,734.8111,-0.091914,0.183628,0.987432,3.616192,8.576728,145.7102
92806.71,17.08,734.6447,-0.074336,0.197788,0.998662,4.157763,10.43377,146.4435
92812.06,17.09,734.1664,-0.12707,0.184116,0.955205,6.651834,10.72818,147.5367
92806.78,17.09,734.6393,-0.099238,0.155308,0.971807,5.687721,9.206653,148.1082
92792.2,17.07,735.942,-0.068965,0.168003,1.004033,4.990969,8.075328,149.2591
92792.2,17.07,735.942,-0.006953,0.082065,1.010381,2.103187,5.515699,150.5638
92797.5,17.08,735.469,-0.079219,0.113804,0.998174,-0.907157,4.363461,157.1971
92792.14,17.1,735.9473,0.09998,0.152378,0.963506,-4.534656,7.156771,159.3725
92785.09,17.11,736.5761,0.121465,0.212925,0.982061,-7.864364,10.04785,159.7694
92788.81,17.13,736.2458,0.126836,0.19144,0.99085,-7.388295,10.72694,161.588
92788.91,17.14,736.2379,0.104375,0.254429,1.019658,-5.54211,12.12222,162.4262
92794.16,17.14,735.7676,0.052129,0.157261,0.949834,-1.561666,8.485421,166.7003
92790.18,17.13,736.1243,-0.075313,0.170444,0.984014,3.183647,6.242643,171.0513
92792.7,17.12,735.897,-0.133418,0.099644,0.946416,6.976722,7.371841,173.3783
92788.56,17.1,736.267,-0.232051,0.247593,0.842412,6.594162,10.34643,172.6349
92782.83,17.08,736.7796,0.034063,0.24271,1.069463,3.532869,12.20414,170.529
92780.34,17.1,737.0015,0.182988,0.340366,0.967412,-0.244461,13.64352,170.3903
92781.36,17.1,736.9117,0.020391,0.414097,0.937139,-1.481033,17.16167,172.077
92778.47,17.11,737.1707,0.048223,0.248569,0.961553,-2.900937,16.97422,174.1201
92778.32,17.13,737.1838,0.035039,0.251499,0.941533,-1.807408,16.12816,175.3126
92776.78,17.13,737.3212,-0.014766,0.279331,1.009404,0.166019,16.15013,176.9142
92782.42,17.14,736.8166,-0.01623,0.104038,0.931768,1.570987,4.098514,178.7515
92785.98,17.14,736.4969,-0.003047,-0.030728,1.006963,-1.545108,1.496033,183.5277
92787.2,17.13,736.3885,-0.071406,-0.043423,0.877568,-1.815337,-3.89135,188.36
92793.31,17.12,735.8442,0.028691,-0.276821,1.115361,-3.67573,-2.665713,192.481
92795.58,17.11,735.6407,0.031133,-0.020474,1.031865,-5.841266,2.97872,193.7883
92798.2,17.11,735.4056,0.027227,-0.22311,1.013799,-1.107199,-1.772446,198.1143
92799.26,17.12,735.3131,-0.015742,-0.061489,0.892217,-0.205564,-7.664511,208.388
92811.71,17.12,734.1981,0.016484,-0.108364,1.056279,2.370543,2.256655,215.5091
92807.42,17.12,734.5812,0.211309,0.091831,1.052861,2.121268,6.458814,223.6461
92811.2,17.14,734.2457,0.047246,0.205601,0.904424,1.420681,7.458394,226.1635
92813.36,17.16,734.0501,0.00916,0.296909,0.976201,-0.658456,10.68156,229.5663
92808.84,17.16,734.4544,-0.042598,0.309604,1.047979,-2.062866,9.737969,231.545
92813.43,17.16,734.0448,-0.017207,0.145054,0.971318,-1.336638,10.09717,234.1554
92813.61,17.18,734.029,0.014531,0.306187,1.013311,0.990325,9.244637,235.6582
92807.97,17.17,734.5336,-0.100703,0.161167,0.990361,3.138427,3.873045,236.4337
92803.99,17.17,734.8877,-0.016719,0.136265,1.098271,2.893958,5.004394,236.5606
92809.17,17.16,734.4253,0.027715,0.078647,1.023076,4.223049,2.740115,236.1581
92808.26,17.17,734.5072,0.007695,0.036167,0.908818,0.146108,5.465328,238.9062
92811.09,17.19,734.2535,-0.14416,0.132847,0.887822,-5.94792,11.7152,252.3462
92806.55,17.16,734.6605,0.485234,0.279331,1.253545,-9.621716,4.783264,269.3928
92808.58,17.07,734.4781,0.19959,0.186069,1.0221,-6.620547,8.128154,268.3953
92819.7,17.03,733.4847,0.208867,0.312534,0.779424,-9.868703,5.956911,258.6038
92812.28,17.02,734.1479,0.17957,0.354526,0.873662,-8.447608,5.978535,259.536
92807.48,17,734.5759,0.149297,0.175815,1.017705,-7.157827,4.807214,261.0726
92811.02,16.99,734.2589,0.098027,0.218296,0.958623,-6.307648,4.553447,264.6432
92808.92,16.97,734.4465,0.048711,0.137729,1.032354,-3.439023,3.089608,267.3606
92807.41,16.95,734.5839,0.173711,0.015659,1.01917,-5.1203,5.962957,266.0543
92810.88,16.94,734.272,0.179082,0.331577,1.000127,-7.595518,1.681068,268.6738
92804.73,16.92,734.8217,-0.047969,0.035679,0.915654,-4.17008,1.48561,273.6201
92810.97,16.89,734.2642,-0.034785,0.000522,0.879033,0.111696,2.335026,278.9467
92808.56,16.84,734.4808,-0.009883,0.277378,1.041631,-0.712385,7.715769,282.3269
92815.78,16.81,733.8334,0.21668,0.013218,0.88001,-1.998914,4.8362,283.9686
92810.69,16.79,734.2906,-0.021602,0.120151,0.988408,-3.052204,6.961326,279.7525
92816.64,16.76,733.7568,0.08582,-0.000454,1.093877,-0.438613,6.001389,272.1132
92810.33,16.72,734.3223,0.136113,0.107456,0.963506,-3.460027,5.755405,269.836
92809.47,16.7,734.3989,-0.072871,0.145054,0.993291,-2.607695,4.905213,273.1718
92810.08,16.7,734.3434,0.149785,-0.033657,0.935674,-3.770544,5.351246,279.7126
92810.28,16.65,734.3276,-0.042598,0.267612,1.017217,-3.02163,9.216352,286.0207
92818.4,16.65,733.601,-0.012324,0.232944,1.099736,-1.965887,9.44241,288.1616
92817.13,16.65,733.7145,0.174688,0.323276,0.936162,-1.375411,10.11047,284.9893
92820.87,16.66,733.379,-0.024043,0.132847,0.896611,0.642953,5.006209,288.3323
92819.5,16.63,733.5032,0.031133,0.061069,0.913701,-0.064802,4.351386,286.8869
92820.61,16.61,733.4028,0.038945,0.198276,0.975225,-1.029107,11.69108,285.7933
92828.62,16.59,732.6867,-0.004023,0.188511,0.932256,-3.082778,13.1656,288.6188
92829.82,16.58,732.581,0.020391,0.261753,0.982549,-3.091943,15.78764,290.5075
92837.52,16.53,731.8914,-0.001582,0.349644,0.999639,-2.551705,16.51114,290.4276
92831.92,16.5,732.3907,0.012578,0.357456,0.968877,0.236822,18.93826,288.0998
92833.68,16.48,732.2349,0.056035,0.422886,0.892705,0.2524,23.6705,284.3088
92828.41,16.47,732.7052,-0.034297,0.243687,0.770635,-0.167174,19.3858,287.1926
92835.35,16.48,732.0843,0.025273,0.362827,1.151494,-2.148384,18.1997,290.9348
92833.85,16.49,732.219,0.064824,0.346714,0.92835,-4.703672,16.71601,294.9127
92833.85,16.49,732.219,0.106328,0.336948,0.962529,-7.761765,18.14219,294.7595
92836.41,16.49,731.9918,0.090703,0.169956,0.931279,-6.230478,16.03557,293.4337
92832.63,16.47,732.33,0.112187,0.233921,0.992803,-6.999994,13.96316,292.3366
92818.82,16.43,733.564,0.116582,0.234897,0.963506,-6.926435,12.65591,292.9242
92818.82,16.43,733.564,0.115117,0.275425,0.968389,-6.134179,14.88433,292.309
92823.77,16.44,733.1201,0.048711,0.270054,0.971318,-6.012278,16.74728,293.4527
92818.63,16.45,733.5798,-0.128535,0.098667,0.974736,-1.700984,11.48569,291.1288
92817.72,16.45,733.6617,-0.060176,0.096226,1.042607,0.647032,6.840929,291.8218
92816.91,16.47,733.733,-0.064082,0.167515,0.994268,0.90141,9.130332,294.5081
92820.59,16.48,733.4054,-0.005,0.150425,0.993779,-0.283731,11.19634,295.0135
92824.52,16.48,733.054,-0.049922,0.182651,0.999639,2.090436,12.10777,296.6582
92824.03,16.49,733.0963,-0.057246,0.22269,0.945928,4.336884,12.00081,296.4644
92825.02,16.5,733.009,-0.107539,0.187046,0.999639,6.193894,9.926353,295.8184
92821.5,16.47,733.3235,-0.065547,0.225132,0.984502,4.792234,10.56991,296.0073
92819.78,16.46,733.4767,-0.075801,0.19144,0.998174,4.941193,8.6457,295.8229
92820.08,16.46,733.4503,-0.108516,0.139194,0.975713,5.806826,8.625484,296.1946
92816.7,16.45,733.7515,-0.093379,0.11478,0.965947,5.275214,6.793838,295.5436
92816.41,16.45,733.778,-0.051387,0.144077,0.962529,4.89051,7.277298,295.6432
92814.99,16.44,733.9048,-0.075801,0.212925,0.993291,3.602443,10.41707,297.2892
92817.36,16.45,733.6934,-0.059199,0.236362,0.968877,2.692473,12.30845,296.8619
92810.73,16.44,734.2853,0.022832,0.337437,0.904912,0.904766,16.98734,289.193
92817.51,16.43,733.6802,-0.089473,0.099155,1.051396,2.113385,11.3658,278.6358
92822.01,16.46,733.2786,0.010137,0.25394,1.026006,1.113989,12.02652,278.1725
92822.37,16.46,733.2469,0.014531,0.175815,0.963018,-0.164339,8.803039,283.137
92828.05,16.47,732.7396,-0.013789,0.092319,0.961553,-0.017111,6.908351,286.5738
92826.19,16.48,732.9034,0.051152,0.119663,1.004521,-2.030132,7.002804,289.0293
92826,16.49,732.9219,0.017949,0.179233,0.996221,-3.455271,8.279133,290.6771
92823.77,16.5,733.1201,0.045781,0.122593,1.006963,-3.475818,7.738605,292.1265
92823.88,16.51,733.1094,0.050176,0.091831,1.012334,-2.549942,6.735583,293.2238
92824.31,16.52,733.0724,0.02625,0.17728,1.004033,-2.733016,7.888466,296.9554
92824.31,16.52,733.0724,0.072637,0.169468,0.982549,-2.345544,8.312098,299.0039
92822.56,16.51,733.2284,0.028203,0.209019,0.988408,-2.770918,11.07473,302.9301
92815.95,16.51,733.8203,0.054082,0.238804,1.039678,-3.189181,12.05236,306.2253
92816.57,16.5,733.7648,0.028203,0.281284,0.962041,-2.001731,12.58763,307.5779
92815.85,16.5,733.8282,0.000859,0.243198,0.981084,-0.794078,12.98705,307.5115
92818.03,16.48,733.6326,-0.015254,0.245151,0.9679,0.464426,12.00405,308.1712
92820.8,16.47,733.3869,-0.093379,0.188022,0.946904,4.309159,10.87447,308.2971
92816.11,16.46,733.8044,-0.096797,0.244175,0.98499,4.254733,10.89473,308.9674
92817.17,16.46,733.7119,-0.076289,0.159214,0.997197,4.66916,10.25638,310.4363
92820.39,16.49,733.4213,-0.14709,0.216343,0.976689,4.444571,11.54012,312.1831
92816.62,16.47,733.7595,-0.079707,0.10355,0.997197,5.144445,10.85387,315.1451
92811.28,16.43,734.2377,-0.004512,0.278843,0.98792,3.342519,14.35324,320.8054
92814.94,16.41,733.9101,-0.046992,0.223179,0.971807,3.850927,12.88065,326.8966
92818.13,16.4,733.6247,-0.114863,0.30521,0.969854,1.443744,14.49866,335.863
92821.13,16.37,733.3578,-0.116816,0.253452,1.067021,1.310173,14.4169,341.2283
92824.12,16.34,733.0909,-0.086055,0.311558,0.989873,3.92602,16.27933,346.2053
92827.98,16.3,732.7448,-0.116816,0.287144,1.032842,6.430178,15.48723,349.9545
92830.26,16.27,732.5414,-0.198848,0.132358,0.942021,5.483633,13.42238,351.8524
92832.78,16.23,732.3141,-0.159297,0.238315,0.91126,7.366244,12.19379,351.2681
92835.69,16.2,732.0552,-0.161738,0.16605,0.983525,8.138561,9.383493,354.3259
92833.05,16.16,732.2903,-0.217891,0.276401,0.963018,8.587327,12.45082,356.4289
92831.89,16.15,732.3934,-0.228633,0.202671,0.974248,9.752965,10.64622,358.4952
92828.41,16.13,732.7052,-0.192012,0.145542,0.989873,11.12716,9.624347,0.005203
92830.19,16.11,732.5466,-0.560176,0.426792,1.121221,9.552257,16.46669,359.4093
92831.17,16.08,732.4595,-0.069941,0.046421,1.011357,7.80662,8.950611,1.471161
92834.84,16.05,732.1318,-0.179316,0.162144,1.018193,10.28427,5.69745,2.2836
92829.95,16.02,732.5678,-0.042598,0.165562,0.99915,7.122631,2.795264,6.714691
92825.63,16.02,732.9536,0.042363,0.30228,1.003057,1.601693,6.885626,9.531433
92822.61,16.01,733.2231,-0.043574,0.185581,0.985967,1.552134,9.699735,9.751205
92830.75,16.01,732.4965,-0.094355,0.195835,0.974248,2.62346,10.21227,11.12473
92829.84,15.98,732.5784,-0.06457,0.248569,0.959111,2.501521,11.91785,13.68617
92828.33,15.96,732.7131,-0.025508,0.232456,1.001592,1.862754,10.73306,15.04803
92831.93,15.93,732.3907,-0.030391,0.274448,0.975713,3.068779,11.67025,16.11475
92831.93,15.93,732.3907,-0.041133,0.279331,0.957158,2.090048,14.90402,17.02687
92835.6,15.91,732.0631,-0.091426,0.231479,1.000615,2.151088,11.48956,19.48642
92830.22,15.89,732.544,-0.082148,0.166538,0.980596,4.019459,11.73667,20.70163
92828.95,15.86,732.6577,-0.000117,0.110386,0.961064,3.857882,8.849002,21.73169
92828.95,15.86,732.6577,-0.037227,0.144077,1.002568,3.101148,8.331844,23.69879
92825,15.83,733.009,-0.066035,0.169956,0.998662,3.291963,9.170096,27.50267
92828.97,15.8,732.655,-0.073848,0.264683,0.970342,3.200582,11.72921,28.9399
92826.89,15.79,732.8426,-0.07873,0.193882,0.996709,2.513763,11.20504,28.67188
92825.55,15.79,732.9615,-0.07873,0.221714,0.957646,1.622597,11.53444,31.25003
92825.33,15.8,732.98,-0.07873,0.204136,0.997686,2.870225,11.55457,32.63107
92826.45,15.81,732.8796,-0.079707,0.266147,0.983525,1.92586,12.24846,34.14629
92826.05,15.81,732.9166,-0.075313,0.214878,1.005986,1.282802,11.48574,35.63486
92826.05,15.81,732.9166,-0.059199,0.178257,1.012822,2.679077,10.25908,36.67549
92835.36,15.82,732.0843,-0.015254,0.3223,0.952275,1.722608,15.39584,35.72702
92829.8,15.82,732.581,-0.010859,0.272983,0.987432,1.289572,13.19031,35.19237
92829.37,15.81,732.6207,-0.083613,0.236362,0.962529,4.468329,12.59576,32.67555
92828.38,15.81,732.7078,-0.086055,0.118198,0.972295,5.207649,9.465318,30.10655
92827.36,15.81,732.8003,-0.069941,0.213901,1.026494,4.384839,8.637636,31.55307
92805.92,15.79,734.7159,-0.196406,0.118687,0.914678,5.808844,8.992146,33.96896
92837.76,15.77,731.8702,-0.049434,0.159702,1.01624,4.012278,8.444979,36.16487
92829,15.74,732.6523,-0.116328,0.255894,0.926885,5.103391,8.933677,37.59407
92826.42,15.72,732.8822,0.023809,0.125034,1.046514,1.34978,8.030821,43.08261
92824.2,15.69,733.0804,-0.03332,0.202183,0.969365,-0.263797,10.31982,46.19907
92824.8,15.66,733.0275,-0.047969,0.189487,0.962041,1.598885,10.38195,49.56216
92826.2,15.67,732.9034,0.034063,0.149448,0.996709,3.036449,2.950871,53.66881
92809.54,15.64,734.3936,-0.08459,0.033237,1.00208,4.967389,1.87391,54.64021
92807.17,15.63,734.605,-0.090938,0.053745,0.990361,5.031562,2.71906,56.8021
92809.62,15.61,734.3857,-0.117793,0.039097,1.018682,6.925485,2.018055,61.36049
92810.38,15.59,734.317,-0.165156,-0.045376,0.984502,8.891724,0.008455,61.70995
92810.38,15.59,734.317,-0.176387,-0.044399,1.003057,8.306141,-1.23302,61.68504
92806.89,15.57,734.6288,-0.161738,0.004917,0.989873,9.022624,0.320158,62.4873
92808.64,15.55,734.4729,-0.142207,-0.014614,0.978154,8.635024,1.186683,62.62453
92808.09,15.53,734.5204,-0.13293,0.004429,0.989385,8.322744,2.58563,64.54385
92808.09,15.53,734.5204,-0.166621,0.088413,0.997197,8.499653,1.568507,65.66064
92812.02,15.53,734.1716,-0.163691,0.038608,0.979131,9.578588,2.346267,68.35849
92816.45,15.55,733.7753,-0.218379,-0.009243,1.019658,10.57253,1.785739,66.88002
92813.43,15.54,734.0448,-0.424434,0.475132,1.170049,13.65393,-0.597175,73.09912
92807.69,15.52,734.5574,-0.227656,-0.022915,0.93958,13.15341,-0.856817,72.53147
92808.28,15.52,734.5046,-0.098262,0.051792,1.038701,7.884948,1.636285,72.95763
92811.4,15.53,734.2272,-0.034297,0.031772,0.879033,10.46254,-1.067632,71.9427
92811.4,15.53,734.2272,-0.208613,-0.261685,0.909795,8.248084,-4.621418,69.50522
92808.3,15.55,734.502,-0.075801,-0.071255,1.01624,4.733441,-4.36176,67.91936
92810.63,15.58,734.2958,-0.104609,0.077671,1.049443,3.802467,-5.132221,65.92836
92809.77,15.6,734.3725,-0.103633,-0.334927,0.999639,5.191266,-10.20847,66.47198
92808.27,15.61,734.5072,-0.094355,-0.238735,0.912236,4.264512,-13.17033,67.83904
92808.63,15.61,734.4755,-0.001094,-0.241177,1.014775,-0.191215,-14.57094,70.61117
92809.14,15.63,734.428,0.052617,-0.144009,0.943975,-1.118069,-13.18256,74.82953
92806.92,15.64,734.6261,-0.063594,-0.22604,1.046025,-0.263149,-8.747088,74.41435
92809.91,15.64,734.3593,0.094121,-0.027798,1.066533,6.403574,5.57889,70.11391
92829.63,15.65,732.5969,-0.511348,0.186069,0.807744,19.24553,11.0966,64.04334
92832.2,15.68,732.367,-0.177852,0.202671,0.937139,14.74123,7.150457,66.74177
92834.86,15.68,732.1292,-0.307734,0.097202,0.991826,12.02059,8.096677,66.40707
92832.53,15.68,732.3379,-0.295039,0.110386,0.973271,14.76653,8.878528,67.52586
92830.03,15.66,732.5599,-0.265254,0.220249,0.931279,16.11072,12.30577,71.06767
92834.16,15.68,732.1926,-0.271602,0.28812,0.929326,17.44474,14.83173,73.90051
92830.58,15.68,732.5123,-0.330684,0.252476,0.92835,18.77844,16.66611,76.11446
92824.69,15.68,733.0381,-0.275996,0.330601,0.903936,16.06542,20.39566,85.25715
92825.52,15.69,732.9641,-0.137812,0.339878,0.941045,8.168978,20.66819,101.988
92816.4,15.7,733.778,-0.205684,0.405308,0.929814,7.731399,21.25484,109.0337
92808.05,15.71,734.5257,-0.39709,0.200718,0.945439,11.83156,18.28162,111.9734
92814.22,15.74,733.9735,-0.271602,0.243198,0.902471,14.07522,16.74363,118.4823
92817.59,15.75,733.6722,-0.499629,-0.064907,0.87415,20.61848,14.39011,122.6878
92823.23,15.75,733.1702,-0.487422,0.14603,0.897588,27.21822,12.92043,126.423
92824.83,15.75,733.0249,-0.528437,0.196812,0.814092,30.60479,13.92053,128.6786
92824.17,15.75,733.0857,-0.562617,0.186069,0.820928,33.25358,12.98114,129.897
92824.53,15.75,733.0513,-0.611445,0.188999,0.821904,33.44165,11.81322,130.6051
92823.88,15.75,733.1094,-0.552852,0.149937,0.847295,33.91623,12.1003,132.059
92823.16,15.75,733.1755,-0.557246,0.132847,0.758916,36.87472,11.63331,136.2777
92817.34,15.75,733.6934,-0.596309,0.143589,0.773076,37.5008,10.44997,139.0313
92819.45,15.77,733.5058,-0.626094,0.084995,0.808232,36.90133,7.222149,137.1166
92809.59,15.8,734.3883,-0.619258,-0.134243,0.694463,37.07074,9.722971,137.9082
92809.59,15.8,734.3883,-0.604121,0.092319,0.774541,39.09618,10.05331,140.4723
92814.39,15.82,733.9576,-0.670527,0.105015,0.747197,39.90898,9.755204,141.4691
92810.61,15.83,734.2958,-0.670527,0.11771,0.742314,40.09376,10.79323,142.6609
92810.61,15.83,734.2958,-0.630488,0.159702,0.748662,39.61899,12.22431,145.4518
92812.06,15.85,734.1664,-0.680293,0.141636,0.711553,41.87871,12.59181,147.1303
92813.84,15.86,734.0078,-0.656855,0.115757,0.714482,42.66595,11.66651,147.6321
92810.42,15.88,734.3143,-0.712031,0.107944,0.711553,44.30275,9.846253,147.611
92810.42,15.88,734.3143,-0.683711,0.110386,0.700322,43.76002,9.616894,147.7905
92809.22,15.89,734.4227,-0.693477,0.129917,0.718389,43.83778,10.11676,149.2208
92808.53,15.91,734.4835,-0.711055,0.110386,0.691045,45.15156,9.040151,146.7399
92810.2,15.92,734.3328,-0.736445,0.024448,0.66126,47.32366,6.913872,145.1115
92808.02,15.93,734.5284,-0.716426,0.139194,0.624639,46.60016,9.236853,150.369
92813.06,15.94,734.0765,-0.728145,0.104526,0.67249,45.90398,8.726916,148.933
92807.97,15.96,734.5336,-0.690059,0.101108,0.724248,45.74588,9.805184,151.1466
92807.79,15.97,734.5495,-0.767207,0.096226,0.626104,46.25337,8.98835,151.4468
92810.45,15.97,734.3117,-0.641719,0.095249,0.663701,43.09924,7.407121,152.4437
92807.17,15.97,734.605,-0.670527,-0.007778,0.765752,39.54525,-0.011187,148.4145
92803.42,15.99,734.9379,-0.663203,-0.116177,0.805791,37.62247,-5.888556,144.9951
92806.33,15.99,734.679,-0.55334,-0.162075,0.882939,31.16957,-4.985275,141.3685
92805.17,16,734.782,-0.376094,0.166538,0.948369,22.67416,1.733474,139.5433
92809.2,16.01,734.4227,-0.163203,0.229038,0.903936,16.75235,5.590725,141.5731
92809.02,16.02,734.4385,-0.239375,-0.011196,1.079717,15.40544,6.532044,140.6517
92811.44,16.04,734.2219,-0.34875,0.398472,1.044561,13.60023,16.33019,137.6065
92814.2,16.05,733.9761,-0.222773,0.133335,1.005498,13.5887,8.825777,147.9642
92811.98,16.06,734.1743,-0.283809,0.281284,0.865361,21.21648,10.2901,151.9043
92805.59,16.07,734.7451,-0.374141,0.299839,0.89417,20.31819,12.5309,153.3941
92807.66,16.08,734.5601,-0.366816,0.248081,0.865361,20.87788,14.61286,154.8198
92811.14,16.07,734.2483,-0.485957,0.25394,0.884893,21.54,15.22075,156.4375
92813.4,16.07,734.0475,-0.407832,0.18021,0.895146,24.0349,13.6552,156.6519
92809.58,16.08,734.3883,-0.403437,0.206089,0.911748,23.25567,12.75397,157.1762
92806.09,16.09,734.7001,-0.403926,0.190464,0.906377,23.81117,11.8021,157.4763
92806.41,16.09,734.671,-0.396113,0.201694,0.875127,24.10302,12.75962,158.6231
92809.58,16.08,734.3883,-0.421504,0.186069,0.902471,25.03412,11.76922,159.4035
92803.44,16.09,734.9379,-0.438105,0.168979,0.875127,25.67994,11.11052,160.1216
92803.44,16.09,734.9379,-0.431758,0.179722,0.906865,24.94068,11.57422,161.2208
92804.48,16.09,734.8455,-0.410273,0.180698,0.89417,23.98812,11.56132,162.3084
92808.59,16.11,734.4781,-0.432246,0.181675,0.859502,25.68758,10.80388,161.388
92807.58,16.11,734.568,-0.442012,0.160679,0.884893,26.29235,10.07079,164.8667
92807.58,16.11,734.568,-0.478145,0.157261,0.867314,27.12295,10.55702,162.5445
92806.11,16.12,734.7001,-0.483516,-0.474087,0.805791,28.14964,11.51301,166.3362
92803.6,16.13,734.9221,-0.431758,0.184116,0.831182,27.37347,12.99517,165.9888
92807.2,16.13,734.6024,-0.41125,0.24564,0.848271,28.42245,11.18209,167.1455
92807.02,16.15,734.6182,-0.486934,0.095737,0.859502,28.4307,8.673074,168.3122
92808.44,16.16,734.4914,-0.49377,0.161655,0.84876,29.94401,10.87241,169.4021
92805.86,16.16,734.7213,-0.55627,0.162632,0.855596,31.05794,11.0086,170.8848
92802.41,16.14,735.0304,-0.673457,0.033726,0.775029,30.12882,11.32309,169.9182
92805.1,16.12,734.79,-0.506465,0.206089,0.774541,26.95904,11.04593,171.879
92806.55,16.13,734.6578,-0.441523,0.14896,0.855596,26.07439,10.20639,174.2619
92805.5,16.13,734.7529,-0.400508,0.062046,0.880986,24.29397,9.990988,174.2094
92806.27,16.14,734.6843,-0.383906,0.063999,0.878545,22.2496,12.2754,170.1437
92804.27,16.13,734.864,-0.42834,0.252964,0.962041,20.68704,9.14965,165.2257
92812.66,16.15,734.1135,-0.270625,0.20853,1.044072,18.61341,8.218443,171.5871
92806.58,16.17,734.6578,-0.343867,0.278354,0.761846,15.19147,11.10665,172.5854
92809.16,16.19,734.428,-0.231562,0.296421,0.995732,6.132373,10.49135,170.4977
92806.57,16.2,734.6578,-0.085566,0.313999,0.895146,4.110485,14.9505,167.2346
92810.61,16.21,734.2958,-0.152949,0.122593,0.932256,4.851972,14.31474,160.9282
92822.09,16.21,733.2706,-0.10998,-0.000942,0.963506,3.909935,8.338183,157.0022
92823.55,16.23,733.1412,-0.159785,-0.096157,0.952275,4.917924,6.201973,152.1586
92821.58,16.23,733.3156,-0.118281,0.041538,1.106572,11.95407,-2.246454,149.5516
92820.27,16.23,733.4318,0.195684,0.032749,1.044072,12.83849,-0.126378,139.3444
92831.3,16.22,732.4462,-0.232051,-0.189907,1.002568,17.34063,-9.310411,133.7684
92824.16,16.22,733.0857,-0.232051,-0.45895,1.213018,15.50231,-9.566235,138.2649
92833.47,16.24,732.2534,-0.187617,-0.12936,0.985967,12.71696,-8.662524,141.5211
92834.78,16.24,732.1371,-0.021602,-0.151333,0.957646,7.432631,-9.220592,138.9667
92849.54,16.24,730.8186,-0.106074,-0.020474,0.889287,7.681023,-1.2984,136.1548
92849.54,16.24,730.8186,-0.216914,0.514194,1.337529,6.895273,0.949111,134.4366
92849.9,16.24,730.7842,-0.089473,0.030796,0.984014,5.430412,1.811874,134.9039
92843.46,16.25,731.3603,-0.136348,0.048374,0.992803,6.469879,2.427022,135.7008
92843.39,16.28,731.3655,0.198125,-0.119106,0.84583,5.955182,6.226182,139.4823
92843.39,16.28,731.3655,-0.098262,0.095737,0.984014,5.826221,5.901686,140.6599
92842.55,16.29,731.4422,-0.139277,0.130405,0.988408,7.342608,6.837165,142.0007
92842.78,16.31,731.421,-0.14709,0.127476,0.984014,8.11504,6.973772,143.2183
92842.78,16.31,731.421,-0.142207,0.121616,0.981084,7.980091,6.799849,144.3817
92839.27,16.29,731.7355,-0.145625,0.118687,0.984502,7.860059,7.175812,145.6473
92838.2,16.31,731.8306,-0.14123,0.116245,0.981084,8.054756,7.189364,146.8639
92841.84,16.31,731.5056,-0.138789,0.116245,0.982549,7.744823,6.615416,147.9591
92840.02,16.33,731.6694,-0.145137,0.107944,0.979131,8.599907,6.241043,149.1214
92838.16,16.34,731.8333,-0.145625,0.122593,0.984014,8.687875,7.192106,150.487
92833.32,16.35,732.2666,-0.14123,0.122104,0.984014,8.333467,7.108348,151.7097
92839.47,16.34,731.717,-0.140742,0.124546,0.983525,8.117048,7.068397,152.8906
92836.23,16.34,732.0076,-0.140254,0.118687,0.985967,7.790703,6.86212,154.0502
92840.52,16.35,731.6245,-0.14416,0.121128,0.983525,8.484344,7.202371,155.3067
92837.94,16.35,731.8544,-0.098262,0.015659,1.038701,8.697668,7.036568,154.6922
92840.84,16.38,731.5955,-0.010371,0.019565,0.917607,6.836699,7.663499,156.3769
92855.75,16.39,730.2637,-0.19543,-0.019497,0.957158,11.37358,-6.636995,142.347
92860.11,16.41,729.8727,0.072637,-0.169399,1.004033,7.404145,-1.817871,151.8717
92839.88,16.41,731.68,-0.227656,0.087925,0.988896,8.913068,5.019134,159.8602
