pressure,temperature,altitude,ax,ay,az,pitch,roll,yaw
88869.640625,19.100000,1092.791626,-0.019048,0.053496,-0.136616,-16.109484,-8.992733,14.52900703
88782.312500,19.100000,1100.882324,-0.026860,0.099395,-0.107319,-16.103718,-8.852260,15.79785203
88782.312500,19.100000,1100.882324,-0.013188,0.055449,-0.110249,-16.153185,-8.759879,17.16279603
88782.312500,19.100000,1100.882324,-0.019048,0.114531,-0.085347,-15.945289,-8.568685,18.43077103
88782.312500,19.100000,1100.882324,-0.019048,0.114531,-0.085347,-15.739377,-8.371944,19.70004303
88700.250000,19.100000,1108.486694,-0.001958,0.083770,-0.093159,-15.693866,-8.115744,20.77458203
88700.250000,19.100000,1108.486694,-0.001958,0.083770,-0.093159,-15.651595,-7.857520,21.85002103
88700.250000,19.100000,1108.486694,0.026362,0.109648,-0.089253,-15.754675,-7.626141,22.83126803
88700.250000,19.100000,1108.486694,0.026362,0.109648,-0.089253,-15.861535,-7.396233,23.81265303
88618.812500,19.090000,1116.043701,0.041011,0.053496,-0.094136,-16.370626,-7.313736,24.76164203
88618.812500,19.090000,1116.043701,0.041011,0.053496,-0.094136,-16.881922,-7.241795,25.71095303
88618.812500,19.090000,1116.043701,0.028315,0.088652,-0.075581,-17.500389,-6.837266,26.53802503
88551.507812,19.080000,1122.290039,0.044429,0.076934,-0.077046,-18.285675,-6.497910,27.41854903
88551.507812,19.080000,1122.290039,-0.041509,0.072539,-0.077046,-18.653727,-5.934718,28.15791303
88551.507812,19.080000,1122.290039,-0.041509,0.072539,-0.077046,-19.034433,-5.372303,28.88960303
88490.109375,19.080000,1127.992065,-0.032720,0.104277,-0.052144,-19.376440,-4.720329,29.61688203
88490.109375,19.080000,1127.992065,-0.032720,0.104277,-0.052144,-19.728722,-4.069947,30.33694503
88490.109375,19.080000,1127.992065,0.020015,0.072051,-0.051655,-20.438217,-3.472953,31.16313203
88490.109375,19.080000,1127.992065,0.002925,0.067168,-0.041401,-21.139696,-2.800984,31.88220203
88438.562500,19.070000,1132.782471,0.016597,0.061309,-0.049702,-22.022879,-2.233581,32.58140603
88438.562500,19.070000,1132.782471,0.016597,0.061309,-0.049702,-22.914919,-1.676019,33.27119403
88438.562500,19.070000,1132.782471,-0.002446,0.049590,-0.041401,-23.731524,-1.221034,33.87496903
88438.562500,19.070000,1132.782471,-0.002446,0.049590,-0.041401,-24.557476,-0.773955,34.46934503
88386.703125,19.070000,1137.604614,0.003413,0.046172,-0.037495,-25.360535,-0.574566,35.16024803
88386.703125,19.070000,1137.604614,0.003413,0.046172,-0.037495,-26.169821,-0.386446,35.84678603
88386.703125,19.070000,1137.604614,-0.014165,0.053008,-0.035054,-26.663818,-0.337470,36.62699903
88386.703125,19.070000,1137.604614,-0.014165,0.053008,-0.035054,-27.161802,-0.296416,37.40564003
88346.015625,19.070000,1141.388306,-0.008794,0.061309,-0.023335,-27.481707,-0.378058,38.22380103
88346.015625,19.070000,1141.388306,-0.008794,0.061309,-0.023335,-27.801826,-0.465518,39.04191603
88346.015625,19.070000,1141.388306,0.005854,0.068633,-0.022358,-28.119190,-0.613361,39.86991903
88346.015625,19.070000,1141.388306,0.005854,0.068633,-0.022358,-28.435450,-0.767173,40.69809003
88300.718750,19.059999,1145.602783,0.008784,0.075957,-0.017476,-28.707876,-0.905240,41.44789103
88300.718750,19.059999,1145.602783,0.008784,0.075957,-0.017476,-28.979134,-1.047951,42.19758603
88300.718750,19.059999,1145.602783,0.005854,0.068633,-0.014546,-29.279016,-1.125440,42.77166703
88274.437500,19.059999,1148.049561,0.011226,0.069121,-0.012105,-29.686184,-1.191718,43.26187103
88274.437500,19.059999,1148.049561,0.013667,0.070586,-0.010151,-30.155621,-1.246215,43.67877203
88274.437500,19.059999,1148.049561,0.013667,0.070586,-0.010151,-30.624886,-1.305032,44.09358203
88274.437500,19.059999,1148.049561,0.017085,0.068633,-0.009175,-31.223186,-1.279492,44.34146103
88274.437500,19.059999,1148.049561,0.017085,0.068633,-0.009175,-31.821613,-1.256801,44.58491503
88251.781250,19.059999,1150.158081,0.019526,0.073516,-0.006733,-32.603115,-1.106462,44.60353103
88251.781250,19.059999,1150.158081,0.019526,0.073516,-0.006733,-33.384331,-0.954884,44.61256403
